timestamp,src_ip,dst_ip,protocol,packet_size,src_port,dst_port,tcp_flags,ttl,label
1776596843.4425037,192.168.100.10,192.168.100.2,6,58,80,45690,18,64,normal
1776596838.812547,192.168.100.2,192.168.100.10,6,54,25761,80,2,64,normal
1776596842.3886979,192.168.100.2,192.168.100.10,6,54,64059,80,2,64,normal
1776596843.102798,192.168.100.10,192.168.100.2,6,58,80,30319,18,64,normal
1776596841.9859376,192.168.100.2,192.168.100.10,6,54,48552,80,2,64,normal
1776596840.6632926,192.168.100.2,192.168.100.10,6,54,62035,80,4,64,normal
1776597001.93543,192.168.100.2,192.168.100.10,6,54,48957,80,2,64,normal
1776596844.5147014,192.168.100.2,192.168.100.10,6,54,44720,80,2,64,normal
1776596841.1414423,192.168.100.2,192.168.100.10,6,54,12913,80,4,64,normal
1776596841.4282675,192.168.100.10,192.168.100.2,6,58,80,26789,18,64,normal
1776596837.70242,192.168.100.2,192.168.100.10,6,54,46582,80,2,64,normal
1776596841.0470235,192.168.100.2,192.168.100.10,6,54,8396,80,4,64,normal
1776596839.1751025,192.168.100.10,192.168.100.2,6,58,80,42230,18,64,normal
1776596839.5054865,192.168.100.2,192.168.100.10,6,54,60004,80,4,64,normal
1776596840.2722418,192.168.100.2,192.168.100.10,6,54,38895,80,2,64,normal
1776596839.5069754,192.168.100.10,192.168.100.2,6,58,80,60860,18,64,normal
1776596840.1503325,192.168.100.10,192.168.100.2,6,58,80,31761,18,64,normal
1776596837.9473536,192.168.100.2,192.168.100.10,6,54,55556,80,2,64,normal
1776596843.0554504,192.168.100.2,192.168.100.10,6,54,25145,80,4,64,normal
1776596838.662474,192.168.100.2,192.168.100.10,6,54,16371,80,2,64,normal
1776596842.6816883,192.168.100.2,192.168.100.10,6,54,7647,80,2,64,normal
1776596837.4784706,192.168.100.2,192.168.100.10,6,54,31323,80,2,64,normal
1776596845.9112167,192.168.100.2,192.168.100.10,6,54,62981,80,2,64,normal
1776596841.3501933,192.168.100.2,192.168.100.10,6,54,23370,80,2,64,normal
1776596847.7314281,192.168.100.10,192.168.100.2,6,58,80,44536,18,64,normal
1776596837.7331903,192.168.100.2,192.168.100.10,6,54,48022,80,2,64,normal
1776596838.9417205,192.168.100.2,192.168.100.10,6,54,32183,80,2,64,normal
1776596847.6117651,192.168.100.10,192.168.100.2,6,58,80,37462,18,64,normal
1776596843.2629938,192.168.100.2,192.168.100.10,6,54,36475,80,2,64,normal
1776596840.326236,192.168.100.10,192.168.100.2,6,58,80,41239,18,64,normal
1776596839.017678,192.168.100.2,192.168.100.10,6,54,35995,80,4,64,normal
1776597008.6280954,192.168.100.2,192.168.100.10,6,54,63942,80,4,64,normal
1776596841.1877325,192.168.100.2,192.168.100.10,6,54,15782,80,2,64,normal
1776597001.3715308,192.168.100.10,192.168.100.2,6,58,80,8214,18,64,normal
1776596846.9319131,192.168.100.10,192.168.100.2,6,58,80,58541,18,64,normal
1776596818.738716,192.168.100.10,192.168.100.2,1,98,0,0,0,64,normal
1776596841.0428662,192.168.100.2,192.168.100.10,6,54,8221,80,2,64,normal
1776596841.0972517,192.168.100.2,192.168.100.10,6,54,10314,80,2,64,normal
1776596844.5938375,192.168.100.10,192.168.100.2,6,58,80,50604,18,64,normal
1776596839.808987,192.168.100.2,192.168.100.10,6,54,10675,80,2,64,normal
1776596979.3431392,192.168.100.2,192.168.100.10,6,58,60379,8080,2,51,normal
1776597010.6303585,192.168.100.10,192.168.100.2,6,58,80,19276,18,64,normal
1776597007.0534542,192.168.100.2,192.168.100.10,6,54,56898,80,2,64,normal
1776596837.8187463,192.168.100.2,192.168.100.10,6,54,50272,80,2,64,normal
1776596838.861081,192.168.100.2,192.168.100.10,6,54,29261,80,2,64,normal
1776596839.2938197,192.168.100.10,192.168.100.2,6,58,80,50781,18,64,normal
1776596995.6284907,192.168.100.10,192.168.100.2,6,58,80,1945,18,64,normal
1776596843.6641228,192.168.100.2,192.168.100.10,6,54,61989,80,4,64,normal
1776596840.454925,192.168.100.2,192.168.100.10,6,54,49097,80,2,64,normal
1776596840.0738556,192.168.100.2,192.168.100.10,6,54,27271,80,2,64,normal
1776597001.823904,192.168.100.2,192.168.100.10,6,54,36290,80,4,64,normal
1776596838.2674403,192.168.100.2,192.168.100.10,6,54,3407,80,2,64,normal
1776596840.4600298,192.168.100.2,192.168.100.10,6,54,49316,80,2,64,normal
1776596843.0463667,192.168.100.2,192.168.100.10,6,54,24275,80,2,64,normal
1776596836.9638598,192.168.100.2,192.168.100.10,6,54,3667,80,2,64,normal
1776596843.228587,192.168.100.2,192.168.100.10,6,54,35133,80,2,64,normal
1776596843.5188913,192.168.100.2,192.168.100.10,6,54,51811,80,2,64,normal
1776596840.8918352,192.168.100.10,192.168.100.2,6,58,80,2285,18,64,normal
1776596829.3274999,192.168.100.2,192.168.100.10,6,58,35997,5004,2,41,normal
1776596999.8270047,192.168.100.10,192.168.100.2,6,58,80,56702,18,64,normal
1776596843.096789,192.168.100.10,192.168.100.2,6,58,80,27580,18,64,normal
1776596845.4117377,192.168.100.2,192.168.100.10,6,54,32535,80,4,64,normal
1776596840.7104838,192.168.100.2,192.168.100.10,6,54,63698,80,2,64,normal
1776597005.7671304,192.168.100.10,192.168.100.2,6,58,80,58149,18,64,normal
1776597008.7180817,192.168.100.10,192.168.100.2,6,58,80,9702,18,64,normal
1776596845.2517784,192.168.100.10,192.168.100.2,6,58,80,22980,18,64,normal
1776596842.2132401,192.168.100.10,192.168.100.2,6,58,80,57719,18,64,normal
1776596840.7275321,192.168.100.2,192.168.100.10,6,54,62622,80,2,64,normal
1776596845.9411974,192.168.100.2,192.168.100.10,6,54,298,80,4,64,normal
1776597014.6861823,192.168.100.2,192.168.100.10,6,54,43266,80,4,64,normal
1776596843.092572,192.168.100.2,192.168.100.10,6,54,27237,80,2,64,normal
1776596839.6104336,192.168.100.10,192.168.100.2,6,58,80,1198,18,64,normal
1776596847.224348,192.168.100.2,192.168.100.10,6,54,14112,80,2,64,normal
1776596844.2912955,192.168.100.2,192.168.100.10,6,54,31378,80,4,64,normal
1776596844.837261,192.168.100.2,192.168.100.10,6,54,63013,80,2,64,normal
1776596844.539347,192.168.100.2,192.168.100.10,6,54,50169,80,2,64,normal
1776596837.1376963,192.168.100.2,192.168.100.10,6,54,11159,80,2,64,normal
1776596839.8516245,192.168.100.2,192.168.100.10,6,54,12594,80,4,64,normal
1776596848.1752608,192.168.100.2,192.168.100.10,6,54,7531,80,4,64,normal
1776596836.9504502,192.168.100.2,192.168.100.10,6,54,4404,80,4,64,normal
1776597006.1972115,192.168.100.2,192.168.100.10,6,54,10950,80,2,64,normal
1776596837.882987,192.168.100.2,192.168.100.10,6,54,52920,80,2,64,normal
1776597000.0656087,192.168.100.2,192.168.100.10,6,54,10757,80,2,64,normal
1776596774.7091947,192.168.100.2,192.168.100.10,1,98,0,0,0,64,normal
1776596837.9989188,192.168.100.10,192.168.100.2,6,58,80,57854,18,64,normal
1776596847.0937493,192.168.100.10,192.168.100.2,6,58,80,7795,18,64,normal
1776596840.556402,192.168.100.10,192.168.100.2,6,58,80,51158,18,64,normal
1776596779.829406,192.168.100.10,192.168.100.2,1,98,0,0,0,64,normal
1776596841.5216858,192.168.100.10,192.168.100.2,6,58,80,29834,18,64,normal
1776596838.946972,192.168.100.10,192.168.100.2,6,58,80,33584,18,64,normal
1776596841.2978728,192.168.100.2,192.168.100.10,6,54,21470,80,4,64,normal
1776596844.783204,192.168.100.2,192.168.100.10,6,54,62424,80,4,64,normal
1776596844.3007135,192.168.100.10,192.168.100.2,6,58,80,35526,18,64,normal
1776596842.6250272,192.168.100.10,192.168.100.2,6,58,80,4504,18,64,normal
1776597015.957678,192.168.100.10,192.168.100.2,6,58,80,36344,18,64,normal
1776597004.934718,192.168.100.10,192.168.100.2,6,58,80,9193,18,64,normal
1776596758.3307319,192.168.100.10,192.168.100.2,1,98,0,0,0,64,normal
1776596997.0277088,192.168.100.2,192.168.100.10,6,54,56807,80,2,64,normal
1776596840.2244103,192.168.100.10,192.168.100.2,6,58,80,36187,18,64,normal
1776596844.7788613,192.168.100.2,192.168.100.10,6,54,62205,80,4,64,normal
1776596836.8927693,192.168.100.10,192.168.100.2,6,58,80,1521,18,64,normal
1776597008.934998,192.168.100.2,192.168.100.10,6,54,11326,80,2,64,normal
1776596998.1141255,192.168.100.10,192.168.100.2,6,58,80,47775,18,64,normal
1776596842.4853296,192.168.100.10,192.168.100.2,6,58,80,590,18,64,normal
1776596837.7214642,192.168.100.2,192.168.100.10,6,54,45295,80,4,64,normal
1776596838.60961,192.168.100.2,192.168.100.10,6,54,14351,80,2,64,normal
1776596840.4608715,192.168.100.2,192.168.100.10,6,54,49373,80,2,64,normal
1776596848.0390723,192.168.100.10,192.168.100.2,6,58,80,64689,18,64,normal
1776596848.5913413,192.168.100.10,192.168.100.2,6,58,80,33830,18,64,normal
1776597004.8268383,192.168.100.10,192.168.100.2,6,58,80,2670,18,64,normal
1776596837.9899971,192.168.100.2,192.168.100.10,6,54,58455,80,2,64,normal
1776596840.8889885,192.168.100.2,192.168.100.10,6,54,2196,80,2,64,normal
1776596838.143654,192.168.100.10,192.168.100.2,6,58,80,62844,18,64,normal
1776596998.4902763,192.168.100.2,192.168.100.10,6,54,64100,80,2,64,normal
1776596999.621408,192.168.100.2,192.168.100.10,6,54,52089,80,4,64,normal
1776596839.9749587,192.168.100.2,192.168.100.10,6,54,18023,80,2,64,normal
1776596837.5478628,192.168.100.10,192.168.100.2,6,58,80,35995,18,64,normal
1776596836.8947432,192.168.100.10,192.168.100.2,6,58,80,1728,18,64,normal
1776597002.9022295,192.168.100.10,192.168.100.2,6,58,80,19398,18,64,normal
1776596838.9426293,192.168.100.2,192.168.100.10,6,54,31766,80,2,64,normal
1776596840.501971,192.168.100.2,192.168.100.10,6,54,51746,80,2,64,normal
1776596843.6320167,192.168.100.2,192.168.100.10,6,54,61262,80,2,64,normal
1776597002.6519866,192.168.100.10,192.168.100.2,6,58,80,4622,18,64,normal
1776596842.160176,192.168.100.10,192.168.100.2,6,58,80,54047,18,64,normal
1776596997.287982,192.168.100.10,192.168.100.2,6,58,80,13302,18,64,normal
1776596840.8106792,192.168.100.2,192.168.100.10,6,54,121,80,2,64,normal
1776596838.2628243,192.168.100.2,192.168.100.10,6,54,3187,80,4,64,normal
1776596849.3421865,192.168.100.2,192.168.100.10,6,54,16109,80,2,64,normal
1776596849.0220988,192.168.100.10,192.168.100.2,6,58,80,60242,18,64,normal
1776596841.6214578,192.168.100.10,192.168.100.2,6,58,80,33176,18,64,normal
1776596838.3024948,192.168.100.2,192.168.100.10,6,54,4881,80,4,64,normal
1776596838.1289577,192.168.100.10,192.168.100.2,6,58,80,61791,18,64,normal
1776596837.7858148,192.168.100.2,192.168.100.10,6,54,49869,80,2,64,normal
1776596841.922488,192.168.100.10,192.168.100.2,6,58,80,45372,18,64,normal
1776597005.4088495,192.168.100.2,192.168.100.10,6,54,37466,80,2,64,normal
1776597006.941224,192.168.100.10,192.168.100.2,6,58,80,49516,18,64,normal
1776596847.0815198,192.168.100.10,192.168.100.2,6,58,80,2792,18,64,normal
1776596839.2951539,192.168.100.2,192.168.100.10,6,54,50828,80,2,64,normal
1776596843.5035663,192.168.100.10,192.168.100.2,6,58,80,49426,18,64,normal
1776596845.675038,192.168.100.10,192.168.100.2,6,58,80,47982,18,64,normal
1776596841.8533154,192.168.100.2,192.168.100.10,6,54,43132,80,2,64,normal
1776596997.2992449,192.168.100.2,192.168.100.10,6,54,8243,80,2,64,normal
1776596837.1848712,192.168.100.10,192.168.100.2,6,58,80,17215,18,64,normal
1776596844.042585,192.168.100.10,192.168.100.2,6,58,80,16214,18,64,normal
1776596843.399388,192.168.100.10,192.168.100.2,6,58,80,44471,18,64,normal
1776596848.3542495,192.168.100.2,192.168.100.10,6,54,19169,80,2,64,normal
1776596997.1130219,192.168.100.10,192.168.100.2,6,58,80,6959,18,64,normal
1776596837.8300354,192.168.100.10,192.168.100.2,6,58,80,51592,18,64,normal
1776596837.8089383,192.168.100.10,192.168.100.2,6,58,80,49958,18,64,normal
1776596837.8643844,192.168.100.2,192.168.100.10,6,54,52122,80,4,64,normal
1776596842.7898514,192.168.100.2,192.168.100.10,6,54,11376,80,2,64,normal
1776597001.6947267,192.168.100.2,192.168.100.10,6,54,29254,80,2,64,normal
1776596843.6910849,192.168.100.2,192.168.100.10,6,54,61332,80,2,64,normal
1776597004.8522227,192.168.100.2,192.168.100.10,6,54,8881,80,2,64,normal
1776596843.7659023,192.168.100.2,192.168.100.10,6,54,2156,80,2,64,normal
1776596837.8134165,192.168.100.2,192.168.100.10,6,54,50096,80,2,64,normal
1776596997.6084104,192.168.100.2,192.168.100.10,6,54,27829,80,2,64,normal
1776596842.1054227,192.168.100.10,192.168.100.2,6,58,80,53003,18,64,normal
1776597017.7147508,192.168.100.10,192.168.100.2,6,58,80,6262,18,64,normal
1776596840.0322397,192.168.100.10,192.168.100.2,6,58,80,24664,18,64,normal
1776597008.0774226,192.168.100.2,192.168.100.10,6,54,43752,80,2,64,normal
1776596844.7603872,192.168.100.2,192.168.100.10,6,54,59236,80,2,64,normal
1776596845.8418088,192.168.100.2,192.168.100.10,6,54,59024,80,4,64,normal
1776596843.7224052,192.168.100.2,192.168.100.10,6,54,62179,80,2,64,normal
1776596843.5746257,192.168.100.2,192.168.100.10,6,54,58444,80,2,64,normal
1776596849.1189508,192.168.100.10,192.168.100.2,6,58,80,5092,18,64,normal
1776596838.2181861,192.168.100.2,192.168.100.10,6,54,1103,80,2,64,normal
1776596979.2323303,192.168.100.10,192.168.100.2,6,54,135,60379,20,64,normal
1776596999.975826,192.168.100.10,192.168.100.2,6,58,80,60511,18,64,normal
1776596844.9865215,192.168.100.10,192.168.100.2,6,58,80,7275,18,64,normal
1776596767.5419753,192.168.100.2,192.168.100.10,1,98,0,0,0,64,normal
1776596838.6476488,192.168.100.2,192.168.100.10,6,54,17244,80,2,64,normal
1776596843.9883645,192.168.100.10,192.168.100.2,6,58,80,12808,18,64,normal
1776596848.0976613,192.168.100.2,192.168.100.10,6,54,2864,80,2,64,normal
1776596840.0646784,192.168.100.2,192.168.100.10,6,54,26666,80,4,64,normal
1776596843.3219354,192.168.100.2,192.168.100.10,6,54,40251,80,2,64,normal
1776596839.0344648,192.168.100.2,192.168.100.10,6,54,35040,80,4,64,normal
1776597013.4776294,192.168.100.10,192.168.100.2,6,58,80,46397,18,64,normal
1776597002.5513108,192.168.100.10,192.168.100.2,6,58,80,2556,18,64,normal
1776596840.2920995,192.168.100.2,192.168.100.10,6,54,36211,80,2,64,normal
1776596837.807973,192.168.100.10,192.168.100.2,6,58,80,52184,18,64,normal
1776596843.651427,192.168.100.10,192.168.100.2,6,58,80,59582,18,64,normal
1776596838.393667,192.168.100.2,192.168.100.10,6,54,6916,80,4,64,normal
1776597006.4676888,192.168.100.10,192.168.100.2,6,58,80,30309,18,64,normal
1776597009.3439014,192.168.100.2,192.168.100.10,6,54,31889,80,2,64,normal
1776596840.5596023,192.168.100.10,192.168.100.2,6,58,80,54794,18,64,normal
1776596842.041336,192.168.100.2,192.168.100.10,6,54,48852,80,4,64,normal
1776596846.7927244,192.168.100.10,192.168.100.2,6,58,80,50460,18,64,normal
1776596844.2227178,192.168.100.10,192.168.100.2,6,58,80,27572,18,64,normal
1776596840.3511138,192.168.100.2,192.168.100.10,6,54,39521,80,4,64,normal
1776596843.7237213,192.168.100.2,192.168.100.10,6,54,62250,80,2,64,normal
1776596841.7874386,192.168.100.2,192.168.100.10,6,54,39964,80,2,64,normal
1776596839.43757,192.168.100.2,192.168.100.10,6,54,56278,80,2,64,normal
1776596841.6526139,192.168.100.10,192.168.100.2,6,58,80,34380,18,64,normal
1776596837.6853843,192.168.100.10,192.168.100.2,6,58,80,43383,18,64,normal
1776596844.758828,192.168.100.2,192.168.100.10,6,54,59070,80,2,64,normal
1776596842.3301823,192.168.100.2,192.168.100.10,6,54,60060,80,2,64,normal
1776596840.4354558,192.168.100.10,192.168.100.2,6,58,80,46718,18,64,normal
1776597008.7162375,192.168.100.2,192.168.100.10,6,54,9640,80,2,64,normal
1776596846.2064865,192.168.100.2,192.168.100.10,6,54,21615,80,2,64,normal
1776597007.5563705,192.168.100.2,192.168.100.10,6,54,15500,80,2,64,normal
1776596838.8891377,192.168.100.2,192.168.100.10,6,54,29537,80,2,64,normal
1776596847.0212293,192.168.100.10,192.168.100.2,6,58,80,2624,18,64,normal
1776596837.694662,192.168.100.10,192.168.100.2,6,58,80,44874,18,64,normal
1776596841.77262,192.168.100.2,192.168.100.10,6,54,39358,80,4,64,normal
1776597004.1243372,192.168.100.2,192.168.100.10,6,54,30953,80,4,64,normal
1776596837.5903795,192.168.100.2,192.168.100.10,6,54,37707,80,2,64,normal
1776596840.1502447,192.168.100.2,192.168.100.10,6,54,28294,80,2,64,normal
1776596837.5599015,192.168.100.2,192.168.100.10,6,54,37013,80,2,64,normal
1776596838.8215482,192.168.100.10,192.168.100.2,6,58,80,27494,18,64,normal
1776596838.1732244,192.168.100.2,192.168.100.10,6,54,64165,80,2,64,normal
1776596837.5586877,192.168.100.2,192.168.100.10,6,54,35952,80,2,64,normal
1776596843.222086,192.168.100.10,192.168.100.2,6,58,80,34949,18,64,normal
1776596837.6878521,192.168.100.2,192.168.100.10,6,54,43479,80,4,64,normal
1776596840.185995,192.168.100.2,192.168.100.10,6,54,33999,80,2,64,normal
1776596839.366982,192.168.100.2,192.168.100.10,6,54,51502,80,2,64,normal
1776597004.687334,192.168.100.2,192.168.100.10,6,54,61202,80,2,64,normal
1776596848.0416806,192.168.100.2,192.168.100.10,6,54,64873,80,2,64,normal
1776597003.2170267,192.168.100.10,192.168.100.2,6,58,80,47121,18,64,normal
1776596999.6958282,192.168.100.2,192.168.100.10,6,54,49420,80,2,64,normal
1776596841.462119,192.168.100.10,192.168.100.2,6,58,80,27833,18,64,normal
1776596836.9160042,192.168.100.10,192.168.100.2,6,58,80,2851,18,64,normal
1776596837.200984,192.168.100.2,192.168.100.10,6,54,13163,80,2,64,normal
1776597001.372313,192.168.100.10,192.168.100.2,6,58,80,8257,18,64,normal
1776596839.067768,192.168.100.10,192.168.100.2,6,58,80,39093,18,64,normal
1776596840.9819849,192.168.100.10,192.168.100.2,6,58,80,7199,18,64,normal
1776596842.4568255,192.168.100.2,192.168.100.10,6,54,64827,80,4,64,normal
1776596839.9961426,192.168.100.2,192.168.100.10,6,54,21801,80,2,64,normal
1776596838.0875833,192.168.100.2,192.168.100.10,6,54,61567,80,2,64,normal
1776596845.193333,192.168.100.2,192.168.100.10,6,54,22552,80,4,64,normal
1776596840.919532,192.168.100.2,192.168.100.10,6,54,3856,80,2,64,normal
1776596838.8816772,192.168.100.2,192.168.100.10,6,54,27227,80,2,64,normal
1776596845.4793997,192.168.100.2,192.168.100.10,6,54,36631,80,4,64,normal
1776596842.630704,192.168.100.2,192.168.100.10,6,54,4722,80,2,64,normal
1776596848.6918352,192.168.100.2,192.168.100.10,6,54,40179,80,2,64,normal
1776596837.1028528,192.168.100.2,192.168.100.10,6,54,8254,80,2,64,normal
1776596837.7796812,192.168.100.2,192.168.100.10,6,54,48427,80,2,64,normal
1776597006.4657042,192.168.100.2,192.168.100.10,6,54,30239,80,2,64,normal
1776596842.595387,192.168.100.10,192.168.100.2,6,58,80,3251,18,64,normal
1776596842.3820572,192.168.100.10,192.168.100.2,6,58,80,61796,18,64,normal
1776596848.6035395,192.168.100.2,192.168.100.10,6,54,34854,80,2,64,normal
1776596979.349089,192.168.100.10,192.168.100.2,6,54,21,60379,20,64,normal
1776596774.7091947,192.168.100.2,192.168.100.10,1,98,0,0,0,64,normal
1776596843.5106716,192.168.100.2,192.168.100.10,6,54,53868,80,2,64,normal
1776596841.0736625,192.168.100.10,192.168.100.2,6,58,80,9412,18,64,normal
1776597005.8413174,192.168.100.2,192.168.100.10,6,54,57024,80,2,64,normal
1776596840.9955041,192.168.100.2,192.168.100.10,6,54,6526,80,2,64,normal
1776596829.3297606,192.168.100.2,192.168.100.10,6,58,35997,1124,2,43,normal
1776596979.439104,192.168.100.10,192.168.100.2,6,54,10004,60379,20,64,normal
1776596840.1868875,192.168.100.2,192.168.100.10,6,54,34052,80,2,64,normal
1776597000.4904785,192.168.100.2,192.168.100.10,6,54,24826,80,4,64,normal
1776597000.938471,192.168.100.10,192.168.100.2,6,58,80,52220,18,64,normal
1776596848.4265392,192.168.100.10,192.168.100.2,6,58,80,24427,18,64,normal
1776596842.9869316,192.168.100.2,192.168.100.10,6,54,23797,80,2,64,normal
1776596998.3892019,192.168.100.10,192.168.100.2,6,58,80,59283,18,64,normal
1776596841.7863486,192.168.100.2,192.168.100.10,6,54,39915,80,2,64,normal
1776596848.7732573,192.168.100.2,192.168.100.10,6,54,44465,80,4,64,normal
1776596845.3197424,192.168.100.10,192.168.100.2,6,58,80,27754,18,64,normal
1776596842.664676,192.168.100.2,192.168.100.10,6,54,8500,80,2,64,normal
1776596848.690043,192.168.100.2,192.168.100.10,6,54,40080,80,2,64,normal
1776596836.8384469,192.168.100.10,192.168.100.2,6,58,80,1498,18,64,normal
1776596848.5128381,192.168.100.2,192.168.100.10,6,54,33225,80,4,64,normal
1776596837.0133908,192.168.100.10,192.168.100.2,6,58,80,6897,18,64,normal
1776596840.278398,192.168.100.10,192.168.100.2,6,58,80,39205,18,64,normal
1776596845.6717718,192.168.100.2,192.168.100.10,6,54,47750,80,2,64,normal
1776596840.3205147,192.168.100.10,192.168.100.2,6,58,80,41019,18,64,normal
1776596836.901624,192.168.100.10,192.168.100.2,6,58,80,1527,18,64,normal
1776596837.4122458,192.168.100.2,192.168.100.10,6,54,27613,80,2,64,normal
1776596838.736382,192.168.100.10,192.168.100.2,6,58,80,21660,18,64,normal
1776596837.2632751,192.168.100.2,192.168.100.10,6,54,19349,80,4,64,normal
1776596849.0262792,192.168.100.10,192.168.100.2,6,58,80,65176,18,64,normal
1776596838.8732402,192.168.100.10,192.168.100.2,6,58,80,26830,18,64,normal
1776597007.9615579,192.168.100.2,192.168.100.10,6,54,38263,80,2,64,normal
1776596843.4012082,192.168.100.10,192.168.100.2,6,58,80,44540,18,64,normal
1776596844.5163732,192.168.100.10,192.168.100.2,6,58,80,44856,18,64,normal
1776596846.8640027,192.168.100.2,192.168.100.10,6,54,55124,80,4,64,normal
1776596841.6258,192.168.100.2,192.168.100.10,6,54,33353,80,4,64,normal
1776596849.342556,192.168.100.10,192.168.100.2,6,58,80,16126,18,64,normal
1776596839.5006008,192.168.100.2,192.168.100.10,6,54,59736,80,2,64,normal
1776596839.1834369,192.168.100.2,192.168.100.10,6,54,42684,80,2,64,normal
1776596844.51141,192.168.100.10,192.168.100.2,6,58,80,44551,18,64,normal
1776596997.8078113,192.168.100.2,192.168.100.10,6,54,31204,80,2,64,normal
1776597005.1325781,192.168.100.2,192.168.100.10,6,54,18255,80,2,64,normal
1776596997.4258332,192.168.100.10,192.168.100.2,6,58,80,15062,18,64,normal
1776596843.5360699,192.168.100.2,192.168.100.10,6,54,55874,80,2,64,normal
1776596842.003681,192.168.100.10,192.168.100.2,6,58,80,48309,18,64,normal
1776596841.2434044,192.168.100.10,192.168.100.2,6,58,80,18822,18,64,normal
1776596841.0746274,192.168.100.2,192.168.100.10,6,54,9463,80,2,64,normal
1776597016.3561208,192.168.100.2,192.168.100.10,6,54,60804,80,2,64,normal
1776596841.8606443,192.168.100.2,192.168.100.10,6,54,44939,80,4,64,normal
1776597002.217716,192.168.100.10,192.168.100.2,6,58,80,56565,18,64,normal
1776596844.7173154,192.168.100.10,192.168.100.2,6,58,80,57872,18,64,normal
1776596848.771797,192.168.100.2,192.168.100.10,6,54,45215,80,2,64,normal
1776596837.199385,192.168.100.2,192.168.100.10,6,54,13067,80,4,64,normal
1776596838.1792405,192.168.100.10,192.168.100.2,6,58,80,63203,18,64,normal
1776596844.5311327,192.168.100.10,192.168.100.2,6,58,80,46282,18,64,normal
1776596838.060444,192.168.100.2,192.168.100.10,6,54,60029,80,2,64,normal
1776596843.8574343,192.168.100.10,192.168.100.2,6,58,80,4341,18,64,normal
1776596847.0163279,192.168.100.10,192.168.100.2,6,58,80,63756,18,64,normal
1776596840.5530007,192.168.100.10,192.168.100.2,6,58,80,54522,18,64,normal
1776596829.2696226,192.168.100.2,192.168.100.10,6,58,35997,445,2,59,normal
1776596838.5588524,192.168.100.10,192.168.100.2,6,58,80,13321,18,64,normal
1776596841.3566482,192.168.100.2,192.168.100.10,6,54,25675,80,2,64,normal
1776596844.0495856,192.168.100.2,192.168.100.10,6,54,16577,80,2,64,normal
1776596840.8980737,192.168.100.2,192.168.100.10,6,54,4359,80,2,64,normal
1776596845.8698568,192.168.100.2,192.168.100.10,6,54,61005,80,4,64,normal
1776597010.662434,192.168.100.2,192.168.100.10,6,54,21316,80,2,64,normal
1776597014.942171,192.168.100.10,192.168.100.2,6,58,80,49288,18,64,normal
1776597002.1780696,192.168.100.2,192.168.100.10,6,54,55354,80,2,64,normal
1776596838.1769369,192.168.100.2,192.168.100.10,6,54,64396,80,2,64,normal
1776596838.882761,192.168.100.10,192.168.100.2,6,58,80,27289,18,64,normal
1776596847.2957036,192.168.100.10,192.168.100.2,6,58,80,17616,18,64,normal
1776596995.7175002,192.168.100.2,192.168.100.10,6,54,1970,80,4,64,normal
1776596841.7748961,192.168.100.2,192.168.100.10,6,54,39425,80,4,64,normal
1776597010.6350648,192.168.100.2,192.168.100.10,6,54,25847,80,2,64,normal
1776596839.6454585,192.168.100.2,192.168.100.10,6,54,1389,80,2,64,normal
1776597005.3884912,192.168.100.2,192.168.100.10,6,54,31983,80,4,64,normal
1776596996.8514352,192.168.100.10,192.168.100.2,6,58,80,60431,18,64,normal
1776596838.060444,192.168.100.2,192.168.100.10,6,54,60029,80,2,64,normal
1776596847.1644135,192.168.100.2,192.168.100.10,6,54,9162,80,2,64,normal
1776596841.1111555,192.168.100.2,192.168.100.10,6,54,11214,80,2,64,normal
1776597014.0051558,192.168.100.2,192.168.100.10,6,54,65239,80,2,64,normal
1776596845.0508687,192.168.100.10,192.168.100.2,6,58,80,10913,18,64,normal
1776596839.0288723,192.168.100.2,192.168.100.10,6,54,37608,80,4,64,normal
1776596837.3579338,192.168.100.2,192.168.100.10,6,54,24097,80,2,64,normal
1776596837.4263744,192.168.100.2,192.168.100.10,6,54,28176,80,2,64,normal
1776596841.5394294,192.168.100.2,192.168.100.10,6,54,30348,80,2,64,normal
1776596836.82549,192.168.100.10,192.168.100.2,6,58,80,1490,18,64,normal
1776597001.6085825,192.168.100.2,192.168.100.10,6,54,21630,80,2,64,normal
1776596845.320219,192.168.100.10,192.168.100.2,6,58,80,27776,18,64,normal
1776597002.6594286,192.168.100.2,192.168.100.10,6,54,11582,80,2,64,normal
1776596848.7762296,192.168.100.2,192.168.100.10,6,54,45440,80,2,64,normal
1776596839.0950093,192.168.100.2,192.168.100.10,6,54,37878,80,2,64,normal
1776596846.2652514,192.168.100.2,192.168.100.10,6,54,21800,80,2,64,normal
1776596844.5177257,192.168.100.10,192.168.100.2,6,58,80,48618,18,64,normal
1776596995.509021,192.168.100.2,192.168.100.10,6,54,1931,80,2,64,normal
1776596837.556108,192.168.100.2,192.168.100.10,6,54,35801,80,2,64,normal
1776596840.6517766,192.168.100.10,192.168.100.2,6,58,80,60013,18,64,normal
1776597002.889769,192.168.100.10,192.168.100.2,6,58,80,19654,18,64,normal
1776596840.758503,192.168.100.2,192.168.100.10,6,54,63948,80,4,64,normal
1776597002.790754,192.168.100.2,192.168.100.10,6,54,11946,80,2,64,normal
1776596844.8463633,192.168.100.2,192.168.100.10,6,54,63211,80,2,64,normal
