protocol,packet_size,src_port,dst_port,tcp_flags,ttl,pkts_per_sec,unique_dst_ports,avg_packet_size,std_packet_size,label
6,58,80,58844,18,64,147,134,58.0,0.0,normal
6,54,58867,80,2,64,244,1,54.0,0.0,normal
6,54,58887,80,2,64,245,1,54.0,0.0,normal
6,54,58908,80,2,64,246,1,54.0,0.0,normal
6,54,58955,80,2,64,247,1,54.0,0.0,normal
6,54,58995,80,2,64,248,1,54.0,0.0,normal
6,54,59698,80,2,64,249,1,54.0,0.0,normal
6,54,59028,80,2,64,250,1,54.0,0.0,normal
6,54,59736,80,2,64,251,1,54.0,0.0,normal
6,54,59058,80,4,64,252,1,54.0,0.0,normal
6,58,80,59792,18,64,148,135,58.0,0.0,normal
6,54,59129,80,2,64,253,1,54.0,0.0,normal
6,54,60738,80,4,64,254,1,54.0,0.0,normal
6,58,80,60770,18,64,149,136,58.0,0.0,normal
6,54,60004,80,4,64,255,1,54.0,0.0,normal
6,58,80,60788,18,64,150,137,58.0,0.0,normal
6,58,80,60035,18,64,151,138,58.0,0.0,normal
6,54,60842,80,4,64,256,1,54.0,0.0,normal
6,58,80,60860,18,64,152,139,58.0,0.0,normal
6,54,60880,80,2,64,257,1,54.0,0.0,normal
6,58,80,60179,18,64,145,132,58.0,0.0,normal
6,58,80,60245,18,64,146,133,58.0,0.0,normal
6,54,61397,80,2,64,249,1,54.0,0.0,normal
6,54,60510,80,2,64,250,1,54.0,0.0,normal
6,58,80,60536,18,64,147,134,58.0,0.0,normal
6,58,80,63651,18,64,148,135,58.0,0.0,normal
6,54,63687,80,4,64,252,1,54.0,0.0,normal
6,54,63687,80,4,64,252,1,54.0,0.0,normal
6,58,80,63734,18,64,148,135,58.0,0.0,normal
6,54,60846,80,2,64,253,1,54.0,0.0,normal
6,58,80,62900,18,64,149,136,58.0,0.0,normal
6,54,63938,80,2,64,246,1,54.0,0.0,normal
6,54,63989,80,4,64,247,1,54.0,0.0,normal
6,54,64035,80,2,64,249,1,54.0,0.0,normal
6,54,64035,80,2,64,249,1,54.0,0.0,normal
6,54,64197,80,2,64,249,1,54.0,0.0,normal
6,54,64218,80,2,64,250,1,54.0,0.0,normal
6,54,64250,80,2,64,251,1,54.0,0.0,normal
6,54,64541,80,2,64,252,1,54.0,0.0,normal
6,54,63276,80,4,64,253,1,54.0,0.0,normal
6,54,1181,80,2,64,249,1,54.0,0.0,normal
6,58,80,1198,18,64,145,132,58.0,0.0,normal
6,54,63619,80,2,64,250,1,54.0,0.0,normal
6,54,63619,80,2,64,250,1,54.0,0.0,normal
6,54,63719,80,2,64,251,1,54.0,0.0,normal
6,54,63771,80,2,64,250,1,54.0,0.0,normal
6,58,80,63826,18,64,146,133,58.0,0.0,normal
6,58,80,63913,18,64,147,134,58.0,0.0,normal
6,58,80,64059,18,64,148,135,58.0,0.0,normal
6,54,64148,80,4,64,249,1,54.0,0.0,normal
6,54,64231,80,4,64,250,1,54.0,0.0,normal
6,58,80,836,18,64,147,134,58.0,0.0,normal
6,54,1033,80,2,64,250,1,54.0,0.0,normal
6,58,80,1307,18,64,148,135,58.0,0.0,normal
6,54,1389,80,2,64,251,1,54.0,0.0,normal
6,54,1460,80,2,64,252,1,54.0,0.0,normal
6,54,1526,80,4,64,253,1,54.0,0.0,normal
6,54,1548,80,2,64,255,1,54.0,0.0,normal
6,54,1548,80,2,64,255,1,54.0,0.0,normal
6,54,1613,80,2,64,255,1,54.0,0.0,normal
6,54,1908,80,2,64,254,1,54.0,0.0,normal
6,54,1933,80,4,64,255,1,54.0,0.0,normal
6,54,1959,80,2,64,256,1,54.0,0.0,normal
6,54,2026,80,2,64,257,1,54.0,0.0,normal
6,58,80,3867,18,64,149,136,58.0,0.0,normal
6,54,3921,80,2,64,256,1,54.0,0.0,normal
6,54,1158,80,4,64,247,1,54.0,0.0,normal
6,58,80,1182,18,64,148,135,58.0,0.0,normal
6,54,1226,80,4,64,247,1,54.0,0.0,normal
6,54,1305,80,2,64,248,1,54.0,0.0,normal
6,58,80,1348,18,64,147,134,58.0,0.0,normal
6,58,80,1457,18,64,148,135,58.0,0.0,normal
6,54,1548,80,2,64,248,1,54.0,0.0,normal
6,58,80,1690,18,64,149,136,58.0,0.0,normal
6,58,80,1806,18,64,150,137,58.0,0.0,normal
6,58,80,1926,18,64,151,138,58.0,0.0,normal
6,54,4021,80,2,64,251,1,54.0,0.0,normal
6,54,4021,80,2,64,251,1,54.0,0.0,normal
6,54,4021,80,2,64,251,1,54.0,0.0,normal
6,54,4258,80,4,64,249,1,54.0,0.0,normal
6,58,80,4277,18,64,152,139,58.0,0.0,normal
6,58,80,4367,18,64,153,140,58.0,0.0,normal
6,54,4399,80,4,64,250,1,54.0,0.0,normal
6,54,4648,80,2,64,247,1,54.0,0.0,normal
6,54,4705,80,4,64,248,1,54.0,0.0,normal
6,54,6657,80,2,64,247,1,54.0,0.0,normal
6,54,6725,80,4,64,248,1,54.0,0.0,normal
6,54,6765,80,2,64,249,1,54.0,0.0,normal
6,58,80,6784,18,64,149,136,58.0,0.0,normal
6,58,80,4509,18,64,148,135,58.0,0.0,normal
6,54,4911,80,2,64,245,1,54.0,0.0,normal
6,58,80,6939,18,64,145,132,58.0,0.0,normal
6,54,5195,80,2,64,242,1,54.0,0.0,normal
6,58,80,7308,18,64,145,132,58.0,0.0,normal
6,58,80,7436,18,64,146,133,58.0,0.0,normal
6,54,7530,80,2,64,241,1,54.0,0.0,normal
6,54,7595,80,4,64,242,1,54.0,0.0,normal
6,54,9560,80,4,64,245,1,54.0,0.0,normal
6,54,9560,80,4,64,245,1,54.0,0.0,normal
6,54,9560,80,4,64,245,1,54.0,0.0,normal
6,54,9584,80,4,64,246,1,54.0,0.0,normal
6,54,9774,80,4,64,238,1,54.0,0.0,normal
6,54,9884,80,2,64,239,1,54.0,0.0,normal
6,54,10016,80,2,64,240,1,54.0,0.0,normal
6,54,8109,80,4,64,242,1,54.0,0.0,normal
6,54,8109,80,4,64,242,1,54.0,0.0,normal
6,54,10117,80,2,64,243,1,54.0,0.0,normal
6,58,80,10149,18,64,142,129,58.0,0.0,normal
6,54,10170,80,4,64,244,1,54.0,0.0,normal
6,54,10190,80,2,64,245,1,54.0,0.0,normal
6,54,8378,80,2,64,246,1,54.0,0.0,normal
6,54,10326,80,2,64,248,1,54.0,0.0,normal
6,54,10326,80,2,64,248,1,54.0,0.0,normal
6,58,80,8397,18,64,143,130,58.0,0.0,normal
6,54,10343,80,2,64,249,1,54.0,0.0,normal
6,58,80,12138,18,64,145,131,58.0,0.0,normal
6,58,80,12138,18,64,145,131,58.0,0.0,normal
6,54,12155,80,4,64,250,1,54.0,0.0,normal
6,54,12260,80,2,64,250,1,54.0,0.0,normal
6,54,10675,80,2,64,251,1,54.0,0.0,normal
6,54,10710,80,2,64,252,1,54.0,0.0,normal
6,58,80,12316,18,64,137,126,58.0,0.0,normal
6,54,12337,80,4,64,242,1,54.0,0.0,normal
6,58,80,12476,18,64,138,127,58.0,0.0,normal
6,54,12594,80,4,64,243,1,54.0,0.0,normal
6,54,12647,80,2,64,244,1,54.0,0.0,normal
6,54,12729,80,2,64,244,1,54.0,0.0,normal
6,54,12783,80,4,64,244,1,54.0,0.0,normal
6,54,12999,80,2,64,245,1,54.0,0.0,normal
6,58,80,11515,18,64,136,125,58.0,0.0,normal
6,54,11538,80,4,64,243,1,54.0,0.0,normal
6,58,80,14919,18,64,137,126,58.0,0.0,normal
6,58,80,11711,18,64,138,127,58.0,0.0,normal
6,54,14063,80,2,64,243,1,54.0,0.0,normal
6,58,80,14222,18,64,138,127,58.0,0.0,normal
6,54,14420,80,2,64,231,1,54.0,0.0,normal
6,58,80,14566,18,64,134,122,58.0,0.0,normal
6,58,80,14566,18,64,134,122,58.0,0.0,normal
6,54,14701,80,2,64,232,1,54.0,0.0,normal
6,54,14720,80,2,64,233,1,54.0,0.0,normal
6,54,15004,80,2,64,233,1,54.0,0.0,normal
6,54,15052,80,2,64,234,1,54.0,0.0,normal
6,58,80,15075,18,64,133,121,58.0,0.0,normal
6,58,80,15195,18,64,134,122,58.0,0.0,normal
6,58,80,17604,18,64,135,123,58.0,0.0,normal
6,54,15450,80,2,64,235,1,54.0,0.0,normal
6,54,17837,80,2,64,236,1,54.0,0.0,normal
6,54,15506,80,2,64,237,1,54.0,0.0,normal
6,58,80,15593,18,64,136,124,58.0,0.0,normal
6,54,15753,80,2,64,239,1,54.0,0.0,normal
6,54,15753,80,2,64,239,1,54.0,0.0,normal
6,58,80,15864,18,64,137,125,58.0,0.0,normal
6,58,80,17761,18,64,138,126,58.0,0.0,normal
6,58,80,18006,18,64,133,122,58.0,0.0,normal
6,54,18205,80,2,64,229,1,54.0,0.0,normal
6,54,18368,80,2,64,228,1,54.0,0.0,normal
6,54,18391,80,4,64,229,1,54.0,0.0,normal
6,54,18717,80,4,64,230,1,54.0,0.0,normal
6,58,80,21017,18,64,132,121,58.0,0.0,normal
6,58,80,21099,18,64,133,122,58.0,0.0,normal
6,54,18023,80,2,64,231,1,54.0,0.0,normal
6,54,18061,80,2,64,233,1,54.0,0.0,normal
6,54,18061,80,2,64,233,1,54.0,0.0,normal
6,54,18077,80,2,64,234,1,54.0,0.0,normal
6,54,18129,80,2,64,235,1,54.0,0.0,normal
6,58,80,18177,18,64,134,123,58.0,0.0,normal
6,58,80,18263,18,64,135,124,58.0,0.0,normal
6,54,18357,80,4,64,235,1,54.0,0.0,normal
6,54,18386,80,4,64,235,1,54.0,0.0,normal
6,58,80,18412,18,64,136,125,58.0,0.0,normal
6,58,80,18486,18,64,137,126,58.0,0.0,normal
6,58,80,20496,18,64,138,127,58.0,0.0,normal
6,54,20793,80,4,64,232,1,54.0,0.0,normal
6,54,21317,80,2,64,228,1,54.0,0.0,normal
6,58,80,21363,18,64,135,124,58.0,0.0,normal
6,58,80,21455,18,64,136,125,58.0,0.0,normal
6,54,21775,80,4,64,224,1,54.0,0.0,normal
6,54,21801,80,2,64,225,1,54.0,0.0,normal
6,54,21941,80,2,64,226,1,54.0,0.0,normal
6,58,80,22025,18,64,136,125,58.0,0.0,normal
6,58,80,24129,18,64,135,125,58.0,0.0,normal
6,54,24148,80,2,64,228,1,54.0,0.0,normal
6,54,24148,80,2,64,228,1,54.0,0.0,normal
6,54,24218,80,2,64,228,1,54.0,0.0,normal
6,54,24243,80,4,64,226,1,54.0,0.0,normal
6,58,80,24299,18,64,133,122,58.0,0.0,normal
6,58,80,24299,18,64,133,122,58.0,0.0,normal
6,54,24419,80,2,64,226,1,54.0,0.0,normal
6,58,80,21329,18,64,133,121,58.0,0.0,normal
6,58,80,21329,18,64,133,121,58.0,0.0,normal
6,58,80,24664,18,64,134,122,58.0,0.0,normal
6,58,80,21529,18,64,135,123,58.0,0.0,normal
6,54,21639,80,2,64,225,1,54.0,0.0,normal
6,54,21991,80,2,64,226,1,54.0,0.0,normal
6,58,80,24422,18,64,135,123,58.0,0.0,normal
6,58,80,24495,18,64,136,124,58.0,0.0,normal
6,54,24522,80,2,64,225,1,54.0,0.0,normal
6,54,24643,80,4,64,225,1,54.0,0.0,normal
6,54,24674,80,2,64,226,1,54.0,0.0,normal
6,54,26629,80,2,64,222,1,54.0,0.0,normal
6,54,26666,80,4,64,223,1,54.0,0.0,normal
6,54,26710,80,2,64,224,1,54.0,0.0,normal
6,54,26731,80,2,64,225,1,54.0,0.0,normal
6,54,27085,80,2,64,223,1,54.0,0.0,normal
6,54,27271,80,2,64,224,1,54.0,0.0,normal
6,54,29080,80,2,64,226,1,54.0,0.0,normal
6,54,29080,80,2,64,226,1,54.0,0.0,normal
6,54,29135,80,4,64,227,1,54.0,0.0,normal
6,58,80,29248,18,64,125,116,58.0,0.0,normal
6,54,24825,80,2,64,228,1,54.0,0.0,normal
6,54,24825,80,2,64,228,1,54.0,0.0,normal
6,54,25517,80,4,64,225,1,54.0,0.0,normal
6,58,80,25554,18,64,122,113,58.0,0.0,normal
6,54,25586,80,4,64,223,1,54.0,0.0,normal
6,54,25721,80,2,64,224,1,54.0,0.0,normal
6,54,29288,80,2,64,225,1,54.0,0.0,normal
6,54,29342,80,2,64,224,1,54.0,0.0,normal
6,54,29404,80,2,64,226,1,54.0,0.0,normal
6,54,29404,80,2,64,226,1,54.0,0.0,normal
6,54,29419,80,2,64,227,1,54.0,0.0,normal
6,54,28088,80,2,64,226,1,54.0,0.0,normal
6,54,29561,80,2,64,228,1,54.0,0.0,normal
6,54,29561,80,2,64,228,1,54.0,0.0,normal
6,58,80,28149,18,64,119,111,58.0,0.0,normal
6,58,80,29572,18,64,120,112,58.0,0.0,normal
6,58,80,28229,18,64,120,112,58.0,0.0,normal
6,58,80,29680,18,64,121,113,58.0,0.0,normal
6,58,80,29704,18,64,122,114,58.0,0.0,normal
6,54,29728,80,2,64,230,1,54.0,0.0,normal
6,54,29728,80,2,64,230,1,54.0,0.0,normal
6,58,80,29756,18,64,123,115,58.0,0.0,normal
6,54,31256,80,2,64,219,1,54.0,0.0,normal
6,54,31464,80,2,64,220,1,54.0,0.0,normal
6,54,28294,80,2,64,221,1,54.0,0.0,normal
6,58,80,31761,18,64,119,111,58.0,0.0,normal
6,54,28372,80,2,64,222,1,54.0,0.0,normal
6,54,28458,80,2,64,223,1,54.0,0.0,normal
6,54,28539,80,2,64,224,1,54.0,0.0,normal
6,54,28597,80,2,64,225,1,54.0,0.0,normal
6,58,80,28787,18,64,120,112,58.0,0.0,normal
6,54,28871,80,2,64,226,1,54.0,0.0,normal
6,58,80,28889,18,64,121,113,58.0,0.0,normal
6,54,31198,80,2,64,227,1,54.0,0.0,normal
6,54,31357,80,2,64,228,1,54.0,0.0,normal
6,54,33659,80,2,64,224,1,54.0,0.0,normal
6,54,33659,80,2,64,224,1,54.0,0.0,normal
6,54,33679,80,4,64,225,1,54.0,0.0,normal
6,58,80,33811,18,64,117,109,58.0,0.0,normal
6,54,33843,80,2,64,226,1,54.0,0.0,normal
6,54,33861,80,2,64,225,1,54.0,0.0,normal
6,54,33964,80,2,64,227,1,54.0,0.0,normal
6,54,33964,80,2,64,227,1,54.0,0.0,normal
6,54,33999,80,2,64,228,1,54.0,0.0,normal
6,58,80,34016,18,64,118,110,58.0,0.0,normal
6,54,34052,80,2,64,229,1,54.0,0.0,normal
6,54,34106,80,2,64,230,1,54.0,0.0,normal
6,58,80,34140,18,64,119,111,58.0,0.0,normal
6,54,34195,80,2,64,230,1,54.0,0.0,normal
6,54,35915,80,2,64,230,1,54.0,0.0,normal
6,54,35965,80,2,64,231,1,54.0,0.0,normal
6,54,35985,80,2,64,232,1,54.0,0.0,normal
6,58,80,36032,18,64,120,112,58.0,0.0,normal
6,54,31472,80,2,64,229,1,54.0,0.0,normal
6,54,31496,80,2,64,230,1,54.0,0.0,normal
6,58,80,31628,18,64,121,113,58.0,0.0,normal
6,58,80,31659,18,64,122,114,58.0,0.0,normal
6,58,80,31752,18,64,123,115,58.0,0.0,normal
6,58,80,31864,18,64,124,116,58.0,0.0,normal
6,58,80,31909,18,64,125,117,58.0,0.0,normal
6,54,32128,80,2,64,231,1,54.0,0.0,normal
6,54,36051,80,4,64,232,1,54.0,0.0,normal
6,58,80,36187,18,64,126,118,58.0,0.0,normal
6,54,34879,80,2,64,233,1,54.0,0.0,normal
6,54,36205,80,2,64,234,1,54.0,0.0,normal
6,58,80,36245,18,64,127,119,58.0,0.0,normal
6,58,80,36325,18,64,127,119,58.0,0.0,normal
6,54,35021,80,2,64,235,1,54.0,0.0,normal
6,54,36376,80,4,64,236,1,54.0,0.0,normal
6,54,35187,80,2,64,237,1,54.0,0.0,normal
6,58,80,36478,18,64,128,120,58.0,0.0,normal
6,58,80,35221,18,64,129,121,58.0,0.0,normal
6,58,80,36516,18,64,131,122,58.0,0.0,normal
6,58,80,36516,18,64,131,122,58.0,0.0,normal
6,58,80,35250,18,64,133,123,58.0,0.0,normal
6,58,80,35250,18,64,133,123,58.0,0.0,normal
6,54,36712,80,2,64,238,1,54.0,0.0,normal
6,54,38606,80,2,64,237,1,54.0,0.0,normal
6,58,80,38708,18,64,129,119,58.0,0.0,normal
6,54,38721,80,4,64,230,1,54.0,0.0,normal
6,58,80,38746,18,64,131,120,58.0,0.0,normal
6,58,80,38746,18,64,131,120,58.0,0.0,normal
6,54,38895,80,2,64,232,1,54.0,0.0,normal
6,54,38895,80,2,64,232,1,54.0,0.0,normal
6,54,38932,80,2,64,233,1,54.0,0.0,normal
6,58,80,38959,18,64,132,121,58.0,0.0,normal
6,58,80,38997,18,64,133,122,58.0,0.0,normal
6,54,39025,80,4,64,236,1,54.0,0.0,normal
6,54,39025,80,4,64,236,1,54.0,0.0,normal
6,54,39025,80,4,64,236,1,54.0,0.0,normal
6,54,35329,80,2,64,237,1,54.0,0.0,normal
6,58,80,39124,18,64,134,123,58.0,0.0,normal
6,54,35380,80,2,64,237,1,54.0,0.0,normal
6,58,80,39205,18,64,135,124,58.0,0.0,normal
6,54,35462,80,2,64,238,1,54.0,0.0,normal
6,54,35773,80,2,64,239,1,54.0,0.0,normal
6,54,35797,80,2,64,240,1,54.0,0.0,normal
6,58,80,36189,18,64,136,125,58.0,0.0,normal
6,54,36211,80,2,64,239,1,54.0,0.0,normal
6,54,36232,80,2,64,240,1,54.0,0.0,normal
6,54,38915,80,2,64,239,1,54.0,0.0,normal
6,58,80,40935,18,64,134,123,58.0,0.0,normal
6,54,40960,80,4,64,235,1,54.0,0.0,normal
6,58,80,41019,18,64,136,124,58.0,0.0,normal
6,58,80,41019,18,64,136,124,58.0,0.0,normal
6,58,80,41169,18,64,137,125,58.0,0.0,normal
6,58,80,41239,18,64,138,126,58.0,0.0,normal
6,54,41311,80,4,64,236,1,54.0,0.0,normal
6,58,80,43341,18,64,139,127,58.0,0.0,normal
6,54,43485,80,2,64,236,1,54.0,0.0,normal
6,54,43537,80,2,64,237,1,54.0,0.0,normal
6,54,39127,80,2,64,236,1,54.0,0.0,normal
6,54,39521,80,4,64,238,1,54.0,0.0,normal
6,54,39521,80,4,64,238,1,54.0,0.0,normal
6,54,39696,80,2,64,239,1,54.0,0.0,normal
6,54,39765,80,2,64,240,1,54.0,0.0,normal
6,58,80,42529,18,64,135,123,58.0,0.0,normal
6,54,43558,80,4,64,239,1,54.0,0.0,normal
6,54,42620,80,2,64,240,1,54.0,0.0,normal
6,54,42641,80,4,64,242,1,54.0,0.0,normal
6,54,42641,80,4,64,242,1,54.0,0.0,normal
6,54,43692,80,2,64,243,1,54.0,0.0,normal
6,54,42710,80,2,64,244,1,54.0,0.0,normal
6,54,43761,80,2,64,245,1,54.0,0.0,normal
6,58,80,43902,18,64,135,123,58.0,0.0,normal
6,54,43937,80,4,64,245,1,54.0,0.0,normal
6,54,43973,80,2,64,246,1,54.0,0.0,normal
6,58,80,44016,18,64,136,124,58.0,0.0,normal
6,58,80,44032,18,64,137,125,58.0,0.0,normal
6,58,80,44097,18,64,138,126,58.0,0.0,normal
6,54,44219,80,2,64,247,1,54.0,0.0,normal
6,54,46533,80,2,64,241,1,54.0,0.0,normal
6,54,46533,80,2,64,241,1,54.0,0.0,normal
6,54,46582,80,2,64,242,1,54.0,0.0,normal
6,58,80,46704,18,64,133,121,58.0,0.0,normal
6,54,46721,80,2,64,243,1,54.0,0.0,normal
6,58,80,46798,18,64,134,122,58.0,0.0,normal
6,58,80,48733,18,64,135,123,58.0,0.0,normal
6,58,80,48750,18,64,136,124,58.0,0.0,normal
6,54,48825,80,2,64,244,1,54.0,0.0,normal
6,54,43224,80,4,64,246,1,54.0,0.0,normal
6,54,43224,80,4,64,246,1,54.0,0.0,normal
6,54,43538,80,2,64,247,1,54.0,0.0,normal
6,54,43715,80,2,64,248,1,54.0,0.0,normal
6,54,46449,80,2,64,249,1,54.0,0.0,normal
6,54,46536,80,2,64,250,1,54.0,0.0,normal
6,58,80,46566,18,64,130,120,58.0,0.0,normal
6,58,80,46620,18,64,131,121,58.0,0.0,normal
6,58,80,46718,18,64,132,122,58.0,0.0,normal
6,54,48962,80,4,64,245,1,54.0,0.0,normal
6,54,48986,80,4,64,246,1,54.0,0.0,normal
6,54,49097,80,2,64,247,1,54.0,0.0,normal
6,54,49180,80,2,64,248,1,54.0,0.0,normal
6,54,49246,80,2,64,249,1,54.0,0.0,normal
6,54,49316,80,2,64,250,1,54.0,0.0,normal
6,54,49373,80,2,64,251,1,54.0,0.0,normal
6,54,49394,80,2,64,252,1,54.0,0.0,normal
6,58,80,49419,18,64,128,119,58.0,0.0,normal
6,54,51472,80,4,64,253,1,54.0,0.0,normal
6,54,51527,80,2,64,254,1,54.0,0.0,normal
6,54,51589,80,4,64,255,1,54.0,0.0,normal
6,58,80,51630,18,64,129,120,58.0,0.0,normal
6,58,80,51690,18,64,130,121,58.0,0.0,normal
6,54,46815,80,4,64,257,1,54.0,0.0,normal
6,54,46815,80,4,64,257,1,54.0,0.0,normal
6,54,46839,80,4,64,258,1,54.0,0.0,normal
6,58,80,47265,18,64,131,122,58.0,0.0,normal
6,54,47484,80,2,64,250,1,54.0,0.0,normal
6,54,47654,80,2,64,249,1,54.0,0.0,normal
6,54,47711,80,4,64,249,1,54.0,0.0,normal
6,54,50350,80,2,64,247,1,54.0,0.0,normal
6,58,80,50416,18,64,129,121,58.0,0.0,normal
6,54,51746,80,2,64,243,1,54.0,0.0,normal
6,54,50608,80,4,64,243,1,54.0,0.0,normal
6,58,80,51868,18,64,129,121,58.0,0.0,normal
6,54,51979,80,2,64,242,1,54.0,0.0,normal
6,58,80,52176,18,64,127,118,58.0,0.0,normal
6,58,80,52176,18,64,127,118,58.0,0.0,normal
6,58,80,54047,18,64,128,119,58.0,0.0,normal
6,54,54113,80,2,64,241,1,54.0,0.0,normal
6,54,54262,80,4,64,242,1,54.0,0.0,normal
6,58,80,50771,18,64,127,118,58.0,0.0,normal
6,58,80,54522,18,64,127,118,58.0,0.0,normal
6,54,50945,80,2,64,241,1,54.0,0.0,normal
6,58,80,51088,18,64,128,119,58.0,0.0,normal
6,54,54662,80,2,64,242,1,54.0,0.0,normal
6,58,80,51158,18,64,129,120,58.0,0.0,normal
6,54,51183,80,2,64,243,1,54.0,0.0,normal
6,58,80,51208,18,64,130,121,58.0,0.0,normal
6,54,51287,80,2,64,242,1,54.0,0.0,normal
6,58,80,54794,18,64,130,121,58.0,0.0,normal
6,58,80,54821,18,64,130,121,58.0,0.0,normal
6,58,80,51378,18,64,131,122,58.0,0.0,normal
6,58,80,56797,18,64,132,123,58.0,0.0,normal
6,54,56871,80,2,64,243,1,54.0,0.0,normal
6,54,56871,80,2,64,243,1,54.0,0.0,normal
6,58,80,56916,18,64,133,124,58.0,0.0,normal
6,58,80,56981,18,64,133,124,58.0,0.0,normal
6,54,54479,80,2,64,244,1,54.0,0.0,normal
6,54,57211,80,2,64,238,1,54.0,0.0,normal
6,54,57229,80,2,64,239,1,54.0,0.0,normal
6,54,57246,80,4,64,240,1,54.0,0.0,normal
6,58,80,57454,18,64,134,125,58.0,0.0,normal
6,54,57482,80,2,64,239,1,54.0,0.0,normal
6,54,57508,80,2,64,240,1,54.0,0.0,normal
6,54,54870,80,2,64,241,1,54.0,0.0,normal
6,54,57799,80,2,64,241,1,54.0,0.0,normal
6,54,55066,80,2,64,242,1,54.0,0.0,normal
6,54,59765,80,2,64,243,1,54.0,0.0,normal
6,54,55124,80,4,64,242,1,54.0,0.0,normal
6,54,55153,80,4,64,243,1,54.0,0.0,normal
6,54,59825,80,2,64,245,1,54.0,0.0,normal
6,54,59825,80,2,64,245,1,54.0,0.0,normal
6,58,80,55454,18,64,133,124,58.0,0.0,normal
6,54,55519,80,2,64,244,1,54.0,0.0,normal
6,58,80,58654,18,64,132,123,58.0,0.0,normal
6,54,58816,80,2,64,243,1,54.0,0.0,normal
6,58,80,59962,18,64,131,122,58.0,0.0,normal
6,58,80,60013,18,64,132,123,58.0,0.0,normal
6,58,80,60214,18,64,133,124,58.0,0.0,normal
6,54,60251,80,2,64,234,1,54.0,0.0,normal
6,54,60265,80,4,64,235,1,54.0,0.0,normal
6,54,60403,80,2,64,236,1,54.0,0.0,normal
6,54,60403,80,2,64,236,1,54.0,0.0,normal
6,54,60421,80,4,64,237,1,54.0,0.0,normal
6,58,80,60459,18,64,133,124,58.0,0.0,normal
6,58,80,60494,18,64,134,125,58.0,0.0,normal
6,54,60529,80,4,64,237,1,54.0,0.0,normal
6,58,80,61976,18,64,135,126,58.0,0.0,normal
6,54,59014,80,2,64,238,1,54.0,0.0,normal
6,54,61996,80,2,64,239,1,54.0,0.0,normal
6,54,62035,80,4,64,240,1,54.0,0.0,normal
6,58,80,59230,18,64,136,127,58.0,0.0,normal
6,58,80,59284,18,64,137,128,58.0,0.0,normal
6,58,80,59364,18,64,137,128,58.0,0.0,normal
6,54,59391,80,2,64,240,1,54.0,0.0,normal
6,54,59490,80,2,64,239,1,54.0,0.0,normal
6,58,80,59511,18,64,138,129,58.0,0.0,normal
6,54,59534,80,2,64,240,1,54.0,0.0,normal
6,58,80,59771,18,64,137,128,58.0,0.0,normal
6,54,62047,80,2,64,240,1,54.0,0.0,normal
6,54,62158,80,4,64,241,1,54.0,0.0,normal
6,54,62098,80,2,64,237,1,54.0,0.0,normal
6,58,80,62108,18,64,133,124,58.0,0.0,normal
6,58,80,62187,18,64,134,125,58.0,0.0,normal
6,54,62226,80,2,64,238,1,54.0,0.0,normal
6,58,80,62356,18,64,135,126,58.0,0.0,normal
6,58,80,62473,18,64,136,127,58.0,0.0,normal
6,54,62521,80,4,64,234,1,54.0,0.0,normal
6,54,63588,80,2,64,235,1,54.0,0.0,normal
6,54,63698,80,2,64,236,1,54.0,0.0,normal
6,54,62221,80,2,64,238,1,54.0,0.0,normal
6,54,62221,80,2,64,238,1,54.0,0.0,normal
6,58,80,62252,18,64,136,127,58.0,0.0,normal
6,54,62361,80,4,64,239,1,54.0,0.0,normal
6,58,80,62509,18,64,137,128,58.0,0.0,normal
6,54,62571,80,4,64,240,1,54.0,0.0,normal
6,54,62622,80,2,64,241,1,54.0,0.0,normal
6,54,62676,80,4,64,242,1,54.0,0.0,normal
6,58,80,63857,18,64,137,128,58.0,0.0,normal
6,54,64005,80,2,64,243,1,54.0,0.0,normal
6,58,80,63807,18,64,135,126,58.0,0.0,normal
6,58,80,63815,18,64,136,127,58.0,0.0,normal
6,54,63831,80,2,64,240,1,54.0,0.0,normal
6,54,63948,80,4,64,237,1,54.0,0.0,normal
6,54,64078,80,2,64,238,1,54.0,0.0,normal
6,58,80,64168,18,64,137,128,58.0,0.0,normal
6,58,80,64215,18,64,138,129,58.0,0.0,normal
6,54,64228,80,2,64,239,1,54.0,0.0,normal
6,54,64372,80,2,64,240,1,54.0,0.0,normal
6,58,80,29,18,64,139,130,58.0,0.0,normal
6,54,61,80,2,64,241,1,54.0,0.0,normal
6,58,80,101,18,64,140,131,58.0,0.0,normal
6,54,129,80,2,64,242,1,54.0,0.0,normal
6,54,65432,80,2,64,231,1,54.0,0.0,normal
6,54,65449,80,2,64,232,1,54.0,0.0,normal
6,58,80,65474,18,64,139,130,58.0,0.0,normal
6,54,37,80,2,64,232,1,54.0,0.0,normal
6,58,80,112,18,64,138,130,58.0,0.0,normal
6,54,121,80,2,64,231,1,54.0,0.0,normal
6,54,121,80,2,64,231,1,54.0,0.0,normal
6,54,1206,80,2,64,232,1,54.0,0.0,normal
6,58,80,1224,18,64,139,131,58.0,0.0,normal
6,58,80,1251,18,64,140,132,58.0,0.0,normal
6,54,182,80,2,64,233,1,54.0,0.0,normal
6,58,80,235,18,64,141,133,58.0,0.0,normal
6,58,80,325,18,64,142,134,58.0,0.0,normal
6,54,336,80,2,64,234,1,54.0,0.0,normal
6,58,80,531,18,64,143,135,58.0,0.0,normal
